Rank,Name,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate
609.0,University of Toledo,18077.0,20579.0,13832.0,8050.0,34375.0,92500.0,94.0
610.0,University of Montana,11671.0,11865.0,15006.0,5404.0,38356.0,87800.0,93.0
611.0,Southeastern Louisiana University,14285.0,16512.0,12739.0,7250.0,34155.0,83900.0,88.0
612.0,University of South Alabama,12848.0,15569.0,14237.0,6927.0,28210.0,86400.0,82.0
613.0,Murray State University,9916.0,10012.0,11497.0,8426.0,37870.0,79900.0,87.0
614.0,Anderson University (IN),1877.0,1961.0,23799.0,17790.0,43450.0,78600.0,65.0
615.0,University of West Florida,12449.0,13040.0,10729.0,5222.0,31895.0,81700.0,50.0
616.0,University of New Orleans,7964.0,8082.0,11135.0,8151.0,28568.0,91600.0,57.0
617.0,Indiana University of Pennsylvania,12003.0,12431.0,20940.0,6772.0,32461.0,85900.0,91.0
618.0,North Greenville University,2356.0,2565.0,26450.0,15812.0,36000.0,,61.0
619.0,University of Texas at San Antonio,27880.0,30768.0,12745.0,8177.0,34484.0,87500.0,79.0
620.0,Millikin University,2040.0,2132.0,20435.0,23312.0,47664.0,83400.0,65.0
621.0,Northern Illinois University,15429.0,18045.0,19786.0,9482.0,38314.0,95500.0,53.0
622.0,Cleveland State University,14594.0,16371.0,16582.0,7096.0,30825.0,88600.0,90.0
623.0,Humboldt State University,8525.0,8602.0,14490.0,9038.0,36601.0,89000.0,82.0
624.0,Monmouth College,1033.0,1205.0,17190.0,27809.0,47970.0,88100.0,67.0
625.0,St. Francis College,2362.0,2745.0,9560.0,15533.0,44488.0,93200.0,63.0
626.0,Elmira College,1012.0,1135.0,26255.0,26883.0,55050.0,82200.0,85.0
627.0,University of Southern Mississippi,13606.0,14478.0,13178.0,9292.0,24883.0,83900.0,98.0
628.0,Lyon College,672.0,705.0,18605.0,18534.0,39120.0,,64.0
629.0,Southern Illinois University Carbondale,13518.0,14554.0,17175.0,10924.0,42770.0,90900.0,76.0
630.0,Kent State University Kent Campus,27376.0,28972.0,18432.0,7306.0,34046.0,83100.0,88.0
631.0,Middle Tennessee State University,21913.0,23050.0,12416.0,8607.0,40458.0,81100.0,59.0
632.0,Warren Wilson College,661.0,695.0,25117.0,19414.0,49744.0,74600.0,79.0
633.0,Northern Kentucky University,14141.0,14456.0,9131.0,8295.0,32136.0,87400.0,90.0
634.0,Western Illinois University,9441.0,9656.0,15844.0,9239.0,25835.0,85900.0,60.0
635.0,"University of Alaska, Anchorage",15733.0,23824.0,13378.0,6207.0,39902.0,101000.0,83.0
636.0,Fort Lewis College,3332.0,3925.0,17705.0,10850.0,36843.0,82600.0,83.0
637.0,Marlboro College,185.0,390.0,17636.0,33054.0,55625.0,,97.0
638.0,Wright State University,14332.0,15957.0,16249.0,6546.0,32506.0,87800.0,97.0
639.0,Hiram College,1200.0,1221.0,21474.0,23318.0,47757.0,84100.0,64.0
640.0,University of Memphis,19875.0,21521.0,13921.0,8960.0,36372.0,85800.0,85.0
641.0,Eastern Kentucky University,16155.0,16612.0,11892.0,8234.0,31978.0,80700.0,87.0
642.0,Fisk University,701.0,738.0,28362.0,9396.0,37070.0,83600.0,45.0
643.0,Guilford College,1680.0,2050.0,23560.0,22964.0,50813.0,75600.0,91.0
644.0,Carson-Newman University,1934.0,2514.0,18003.0,20126.0,40640.0,76500.0,67.0
645.0,Morehouse College,2202.0,2219.0,34928.0,17318.0,48723.0,98700.0,74.0
646.0,New Mexico State University,13379.0,14432.0,8625.0,9582.0,34720.0,96700.0,64.0
647.0,Indiana State University,13626.0,13763.0,13012.0,9297.0,32938.0,85600.0,85.0
648.0,Emory &amp; Henry College,1094.0,1226.0,19340.0,27155.0,48100.0,70700.0,72.0
649.0,Wells College,488.0,516.0,22828.0,30207.0,55180.0,,80.0
650.0,Catawba College,1336.0,1463.0,19807.0,23662.0,44921.0,78100.0,42.0
